agg_iter,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,loss
0,0.8192830345188187,0.685215229641725,0.7460752083148251,0.7493006912857624,0.5917129943020244,0.6578756293219107,0.8663524192599026,0.6271854091287047,0.7255391437544981,0.8053810557704384,0.5476582296887524,0.642051095379131,70.14077833097582,0.051396131110474724
1,0.8324885978820012,0.7120447688274592,0.7673858951561753,0.7727446824950889,0.6365920998327413,0.6953316383553664,0.8802732078994304,0.6485154207244443,0.7444543316397173,0.8198485040510333,0.5823927927352076,0.6717319937377634,73.9610123315354,0.04691469760538077
2,0.8627486574894008,0.7027951911060804,0.7743806403802828,0.8152107280275308,0.6234202320559,0.7046146206472382,0.8999176028313569,0.6451011445150154,0.7493543233338794,0.8493913678833948,0.5772062769487357,0.6794150996975507,75.39481142500601,0.04472027865699994
3,0.8748734737464865,0.7027931868009444,0.7791328702936815,0.8286750731435709,0.6285099813441516,0.7128842554825435,0.9064096261192297,0.64860477414815,0.7539995108236023,0.8636817931927593,0.5837795205566761,0.688660685434003,76.29711873954813,0.04381010799901536
4,0.8557485898900092,0.7253422577930679,0.7850058513962831,0.8099352516530093,0.652399157602405,0.7204470507135721,0.8975587975916758,0.6619750063564933,0.7595420181747452,0.8570122342233836,0.5980597841615375,0.6959988414278498,76.89681983465131,0.04323102901521986
5,0.8567961097475951,0.7291627212576828,0.787594695317504,0.812018710684034,0.6579710284517937,0.7249276700733731,0.8988532348761165,0.664775769921142,0.7618242500105316,0.8566285923853254,0.6018079281164289,0.6987725329561152,77.25299203052802,0.042662111352300504
6,0.8581371447625691,0.7328890809684353,0.7904874086668401,0.820314992066244,0.659023167419946,0.728208961106606,0.898703663165085,0.6676838416085662,0.7636265397123754,0.8601292204298834,0.6049731780723137,0.7018030381159107,77.65577120602384,0.042369633078407666
7,0.8605699816072288,0.7312939898273966,0.7905947946650852,0.819366148817216,0.664328991000926,0.7308796334861891,0.9000553968988447,0.66835346935891,0.7645606407163653,0.8587864711516353,0.6107394313361407,0.7051117882194837,77.8269725938987,0.04231810899562126
8,0.8566566948437491,0.7388504682078924,0.7932406788376966,0.8169308922451177,0.6669948038494493,0.7320232308040097,0.8989599245880701,0.6721965819386713,0.766587664785094,0.8622144003060477,0.6112123357025775,0.7070211833740307,78.03694981008253,0.041840138515443055
9,0.8488240888602335,0.7459985966520977,0.7940603561702338,0.8119979115983839,0.6797454530123801,0.7374503002324291,0.8925275507518556,0.6771717312155343,0.7672949347070106,0.8564221420854947,0.6199435845452584,0.7106150931486626,78.29297137895436,0.04189216904120427
10,0.8807642814988419,0.7218570421240234,0.7931789961154945,0.8458680861158536,0.6530227925088858,0.7353930066475141,0.9141024173801667,0.6629747435298499,0.7662320279481485,0.8816717421696177,0.604328674012934,0.7093533468748706,78.42614319041922,0.04146051705625458
11,0.865688854012137,0.7343876939561713,0.7945098461398793,0.8337288276247251,0.6640106313987301,0.736831599166346,0.9052715110540545,0.6703201970599778,0.767751297486705,0.8741568761170178,0.6097556399478916,0.7099751197289305,78.46191297930731,0.0415230395208723
12,0.8528107878985828,0.7468122699560973,0.7962231534760374,0.814226383594533,0.6760087363165007,0.7367070627267557,0.8972689341373915,0.6775614672581709,0.7693616766375164,0.8627210292195359,0.616550745797737,0.7106022516571402,78.57287091814676,0.041562420487799824
