3,0,72,0,0
7,0,144,0,0
11,0,216,0,0
15,35,253,0,0
19,84,276,0,0
23,135,297,0,0
27,187,311,0,6
31,239,323,0,14
35,282,336,0,30
39,317,351,0,52
43,354,364,0,74
47,400,371,0,93
51,440,379,0,117
55,476,385,0,147
59,522,390,0,168
63,565,394,0,193
67,614,395,0,215
71,662,395,0,239
75,712,395,0,261
79,759,396,0,285
83,808,397,0,307
87,851,398,0,335
91,897,399,0,360
95,940,399,0,389
99,986,399,0,415
103,1027,399,0,446
107,1073,399,0,472
111,1116,399,0,501
115,1156,399,0,533
119,1202,399,0,559
123,1245,399,0,588
127,1285,399,0,620
131,1330,399,0,647
135,1369,399,0,680
139,1410,399,0,711
143,1447,399,0,746
147,1491,399,0,774
151,1530,399,0,807
155,1569,399,0,840
159,1605,399,0,876
163,1642,399,0,911
167,1681,399,0,944
